Project Name,Link,Flat Type,Price,Area,Area Type,Price per Sqft,Location,Highlights,Description,Property ID,Address,Society,Rating,Furnishing,Facilities,Nearby,Overlooking,Bedrooms,Bathrooms,Balcony,Additional Rooms,Floor Number,Property Age/Possession,Facing
Durga Apartment,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-ashokgarh-kolkata-north-1250-sq-ft-spid-E81597597,3 BHK Flat,54 Lac,"1,250 sqft",Super Built-up Area,"4,480 /sqft","Ashokgarh, BT Road",Rain Water Harvesting,"Opposite ashokegarh bazar, near pwd road to dakshineswar (1 km),300 metres from dunlop crossing, facing a beautiful lake",E81597597,"Durga Apartment, Ashokgarh, BT Road",,,[],"['Water Storage', 'Rain Water Harvesting']","['Baranagar metro station', 'Dakshineshwar metro station', 'Paradise Nursing Home Kolkata', 'Nayandeep Eye Care', 'Sahid Khudiram Bose Hospital']",['Others'],3 Bedrooms,2 Bathrooms,2 Balconies,,1st   of 4 Floors,10+ Year Old,West
Fortune Heights,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-fortune-heights-barasat-north-kolkata-1289-sq-ft-r1-spid-N76303715,3 BHK Flat,73 Lac,"1,289 sqft",Super Built-up Area,"5,663 /sqft","Barasat, Kolkata North",Top Floor,"Residential apartment this is your chance to a 3 bhk apartment flat for sale in fortune heights barasat kolkata north . Where luxury comes with affordability. Basic details: You will love this bright and spacious 3 bedroom apartment with 2 bathrooms, modular kitchen, spacious hall and 2 balconies.The balcony offers a great view and is a place to enjoy at any time. This house provides ample natu...",N76303715,"Fortune Heights, Barasat, Kolkata North",Fortune Heights,,[],"['Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Swimming Pool', 'Park', 'Security Personnel', 'Airy Rooms', 'Fitness Centre / GYM', 'Club house / Community Center', 'Waste Disposal']","['Dum Dum Metro Station', 'Suncity Mall', 'National Highway 12', 'Brainware University', 'Barasat Government Medical College']","['Pool,Park/Garden,Club,Main Road']",3 Bedrooms,2 Bathrooms,2 Balconies,Pooja Room,11st   of 11 Floors,1 to 5 Year Old,South-East
Adonis Enclave,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-panchpota-kolkata-south-695-sq-ft-spid-M81771964,2 BHK Flat,26 Lac,695 sqft,Super Built-up Area,"3,741 /sqft","Panchpota, Kolkata",,"One auto away from garia station & one toto away from new garia metro station Located in the popular residential address of panchpota, kolkata south, adonis enclave is one of the most preferred destination for apartments in kolkata south. This 2 bhk flat is your ticket to be a part of this community. This residential flat is west-Facing direction. Containing 2 bedroom(s), 1 bathroom and 1 balco...",M81771964,"Adonis Enclave, Panchpota, Kolkata",,,[],[],[],[],2 Bedrooms,1 Bathroom,1 Balcony,,1st   of 4 Floors,0 to 1 Year Old,West
Bankim Enclave,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-phoolbagan-kolkata-north-1483-sq-ft-spid-K80236443,3 BHK Flat,1.5 Cr,"1,483 sqft",Carpet Area,"10,114 /sqft","Phoolbagan, Kankurgachi",,"Residential apartment this is your chance to a 3 bhk apartment flat for sale in phoolbagan kankurgachi . Where luxury comes with affordability. Basic details: You will love this bright and spacious 3 bedroom apartment with 3 bathrooms, modular kitchen, spacious hall and 1 balconies with 50 of the rooftop ownership.The balcony offers a great view and is a place to enjoy at any time. This house p...",K80236443,"Bankim Enclave, Phoolbagan, Kankurgachi",,,"['1 Water Purifier', '7 Fan', '1 Fridge', '1 Exhaust Fan', '1 Dining Table', '3 Geyser', '1 Stove', '7 Light', '2 AC', '1 Modular Kitchen', '1 Chimney', '1 Curtains', '4 Bed', '4 Wardrobe', '1 Sofa', '1 Washing Machine', '1 Microwave']",[],"['Phoolbagan metro station', 'Salt lake stadium metro station', 'Bengal chemical metro station', 'Federal bank ATM', 'State bank of india ATM']",[],3 Bedrooms,3 Bathrooms,1 Balcony,,4th   of 4 Floors,10+ Year Old,
Kendriya Vihar Phase 2,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-belgharia-north-24-parganas-1800-sq-ft-spid-L81941840,4 BHK Flat,95 Lac,"1,800 sqft",Built-up Area,"5,277 /sqft","Belgharia, BT Road",,"Encompassing an area of more than 11 acres is one of such housing project accomplished by cgewho, an autonomous body under the ministry of housing & employee welfare housing, government of india. The apartment owners have successfully established its own association and have fully taken over the maintenance responsibility from cgewho. The housing complex is located near kolkata airport on the b...",L81941840,"Kendriya Vihar Phase 2, Belgharia, BT Road",,,[],[],"['Baranagar metro station', 'Orbis Eye and Dental Care Centre', 'Zenith Super Specialist Hospital', 'Sahid Khudiram Bose Hospital']",[],4 Bedrooms,4 Bathrooms,3+ Balconies,,6th   of 6 Floors,1 to 5 Year Old,
Elevate Godrej Se7en,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-elevate-godrej-se7en-joka-kolkata-south-952-sq-ft-spid-I81664590,2 BHK Flat,60 Lac,952 sqft,Super Built-up Area,"6,302 /sqft","Joka, Kolkata South",,Joka has highest price escalation in whole of kolkata. Very close to upcoming metro station on joka-Esplqnade route. Godrej is a well respected and reputed developer. Premium property. Excellent design. Plenty of greenary and open space.,I81664590,"Elevate Godrej Se7en, Joka, Kolkata South",Elevate Godrej Se7en,,[],"['Power Back-up', 'Intercom Facility', 'Lift(s)', 'Swimming Pool', 'Park', 'Fitness Centre / GYM', 'Club house / Community Center']","['Joka Metro Station', 'South City Mall', 'NH 12', 'Kolkata Model School', 'IIM–Calcutta', 'Bharat Sevashram Sangha Hospital']",[],2 Bedrooms,2 Bathrooms,2 Balconies,,11st   of 23 Floors,Dec 2027,
Eternia,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-eternia-madhyamgram-kolkata-north-1261-sq-ft-spid-V83446748,3 BHK Flat,70 Lac,"1,261 sqft",Super Built-up Area,"5,551 /sqft","Madhyamgram, Kolkata",Fitness Center/ Gym,"Residential apartment This is your chance to a 3 bhk apartment / flat for sale in eternia madhyamgram kolkata . Where luxury comes with affordability. Basic details: You will love this bright and spacious 3 bedroom apartment with 2 bathrooms, modular kitchen, spacious hall and 2 balconies.The balcony offers a great view and is a place to enjoy at any time. This house provides ample natural ligh...",V83446748,"Eternia, Madhyamgram, Kolkata",Eternia,,[],"['Intercom Facility', 'Lift(s)', 'Fitness Centre / GYM']","['Star Mall', 'NH 12', 'Sunshine Academy School', 'Barasat College', 'Barasat hospital', 'Kolkata Airport', 'Agarpara Station']",[],3 Bedrooms,2 Bathrooms,2 Balconies,,4th   of 7 Floors,Sep 2027,
Gitanjali Park (East End Park) Purple Rose,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-kalikapur-kolkata-south-1206-sq-ft-spid-S82714774,3 BHK Flat,95 Lac,"1,206 sqft",Built-up Area,"8,291 /sqft","Kalikapur, Kolkata",,"Residential apartment This is your chance to a 3 bhk apartment / flat for sale in kalikapur kolkata . Where luxury comes with affordability. Basic details: You will love this bright and spacious 3 bedroom apartment with 2 bathrooms, modular kitchen, spacious hall and 1 balconies.The balcony offers a great view and is a place to enjoy at any time. This house provides ample natural light and has ...",S82714774,"Gitanjali Park (East End Park) Purple Rose, Kalikapur, Kolkata",,,[],[],"['Hindu Temple', 'Hanuman Mandir', 'Shitala Mandir', 'Kali Mandir', 'Lord Shiva Temple', 'Sada Kali Mandir', 'Maa kali temple']",[],3 Bedrooms,2 Bathrooms,1 Balcony,,1st   of 3 Floors,10+ Year Old,
"Small complex, shantiuddan",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-behala-chowrasta-kolkata-south-2000-sq-ft-spid-R80172545,3 BHK Flat,1.3 Cr,"2,000 sqft",Super Built-up Area,"6,500 /sqft","Behala Chowrasta, Kolkata",Top Floor,"This 3 bhk flat is located in small complex, which houses some of the most spacious flats in behala chowrasta, kolkata south. The flat occupies a super built up area of 2000 sq.Ft. That consists of 3 bedrooms, 3 bathrooms and 3 balconies. The property is located on the top floor of a 4 floors tall building. This is a ready to move project and the property is 10+ years old.",R80172545,"Small complex, shantiuddan, Behala Chowrasta, Kolkata",,,"['6 Fan', '1 Exhaust Fan', '5 Geyser', '6 Light', '5 AC']",[],"['Behala Market', 'Santoshi Maa Mandir', 'Kali Temple', 'Jagannath Temple', 'Laxmi Narayan Mandir', 'Sitala Mandir']",[],3 Bedrooms,3 Bathrooms,3 Balconies,,4th   of 4 Floors,10+ Year Old,
Sayan Apartment,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-sayan-apartment-sakher-bazar-kolkata-south-950-sq-ft-spid-D79545635,2 BHK Flat,42 Lac,950 sqft,Super Built-up Area,"4,421 /sqft","Sakher Bazar, Barisha",Overlooking Main Road,"This beautiful 2 bhk flat in sakher bazar, kolkata south is situated in sayan apartment, one of the popular residential society in kolkata south. The flat is north-East-Facing. The flat occupies a super built up area of 950 sq.Ft. That consists of 2 bedrooms, 2 bathrooms and 1 balcony. This flat lies on the 2nd level of a 3 storey building. Another plus point for this is that it is situated nea...",D79545635,"Sayan Apartment, Sakher Bazar, Barisha",,,[],"['Feng Shui / Vaastu Compliant', 'High Ceiling Height', 'Maintenance Staff', 'Water Storage', 'Natural Light']","['Behala Market', 'Santoshi Maa Mandir', 'Kali Temple', 'Jagannath Temple', 'Dhali Para Masjid', 'Laxmi Narayan Mandir']",['Main Road'],2 Bedrooms,2 Bathrooms,1 Balcony,,2nd   of 3 Floors,5 to 10 Year Old,North-East
White Meadows,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-white-meadows-rajpur-southern-bypass-kolkata-south-749-sq-ft-spid-B80998751,2 BHK Flat,32 Lac,749 sqft,Super Built-up Area,"4,272 /sqft","Rajpur, Southern Bypass",,"We are the proud owners of this 2 bhk apartment available in white meadows, rajpur, kolkata south. This it is a and the unit is located on 2nd floor and has a super built-Up area of 749 sq.Ft. . It has 2 bathroom(s) and 1 balcony(s). The ownership is freehold type.",B80998751,"White Meadows, Rajpur, Southern Bypass",White Meadows,,[],[],[],[],2 Bedrooms,2 Bathrooms,1 Balcony,,2nd   of 4 Floors,1 to 5 Year Old,
Pacific Avenue,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-pacific-avenue-boral-kolkata-south-863-sq-ft-r4-spid-E40171565,2 BHK Flat,28 Lac,863 sqft,Super Built-up Area,"3,244 /sqft","Boral, Kolkata",,Residential apartment for sell. The property has 2 bedrooms with 2 bathrooms and 1 balcony. It is an unfurnished property. Located in boral. Available at an expected price of rs 28 lacs. Located on 3rd floor out of the 3. The property comes with a good construction quality which ages 5-10 years old property.,E40171565,"Pacific Avenue, Boral, Kolkata",Pacific Avenue,,[],"['Water Storage', 'Visitor Parking']","['Brahmapur Badamtala Jame Masjid', 'Gosto Mandir', 'Sitala mandir', 'Sree Guru Sangha Main Gate', 'Hindustan Health Point Pvt Ltd']",[],2 Bedrooms,2 Bathrooms,1 Balcony,,3rd   of 3 Floors,5 to 10 Year Old,South-West
Hari Om Dham Complex,https://www.99acres.com/6-bhk-bedroom-apartment-flat-for-sale-in-shreebhumi-kolkata-north-2640-sq-ft-spid-K82189058,6 BHK Flat,1.6 Cr,"2,640 sqft",Carpet Area,"6,060 /sqft","Shreebhumi, Kolkata","Private Garden
Overlooking Park/Garden
+1","Residential apartment This is your chance to a 6 bhk apartment / flat for sale in shreebhumi kolkata . Where luxury comes with affordability. Basic details: You will love this bright and spacious 6 bedroom apartment with 4 bathrooms, modular kitchen, spacious hall and 2 balconies.The balcony offers a great view and is a place to enjoy at any time. This house provides ample natural light and has...",K82189058,"Hari Om Dham Complex, Shreebhumi, Kolkata",,,"['5 Bed', '16 Wardrobe', '5 Fan', '1 Sofa', '4 Geyser', '10 Light', '6 AC', '1 TV', '1 Modular Kitchen', '1 Chimney']","['Private Garden / Terrace', 'Lift(s)', 'Natural Light', 'Airy Rooms', 'Spacious Interiors']","['City centre metro station', 'City Centre 1', 'The Church of Jesus Christ of Latter-day Saints', 'State bank of india ATM', 'Icici bank ATM']",['Park/Garden'],6 Bedrooms,4 Bathrooms,2 Balconies,,3rd   of 5 Floors,5 to 10 Year Old,
Magnolia Merlion,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-magnolia-merlion-rajarhat-kolkata-east-965-sq-ft-spid-B81274017,2 BHK Flat,57 Lac,965 sqft,Super Built-up Area,"9,693 /sqft","Rajarhat, Kolkata",,"2bhk flat for sale in magnolia merlion, rajarhat, kolkata Property details: Location: Tower 5, 3rd floor, flat b, magnolia merlion, bishnupur road, rajarhat, kolkata Carpet area: 588 sq. Ft. Built-Up area: 653 sq. Ft. Balcony area: 33 sq. Ft. Saleable area: 965 sq. Ft. West facing Features: Unfurnished, but freshly painted 4 ceiling fans installed 2 exhaust fans 5 tubelights (1 rechargeable) Ma...",B81274017,"Magnolia Merlion, Rajarhat, Kolkata",Magnolia Merlion,,[],"['Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'Water Storage', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center']","['Jatragachi Metro Station', 'Centrus Mall', 'Major Arterial Road', 'Teghoria Primary School', 'Aliah University', 'Ohio Hospital']","['Park/Garden,Pool,Club,Main Road']",2 Bedrooms,2 Bathrooms,1 Balcony,,3rd   of 12 Floors,0 to 1 Year Old,West
Rangit Residency,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-rangit-residency-madhyamgram-kolkata-north-1498-sq-ft-r1-spid-I78145995,3 BHK Flat,50 Lac,"1,498 sqft",Built-up Area,"4,000 /sqft","Madhyamgram, Kolkata","North Facing
Gated Society","One of the well-Known housing socity at madhamgram, north kolkata. This property is on the main road, happening location. Bus stand for entire kolkata is just in 50 mts, kolkata international airport 6.5km, railway station is within one km, auto-Taxi stand is just below the apartment, medical shops and hospital within 100 mts, plenty of shops-Restaurants within the building. There are 2 banks a...",I78145995,"Rangit Residency, Madhyamgram, Kolkata",,,"['1 Bed', '1 Wardrobe', '3 Fan', '1 Fridge', '1 Exhaust Fan', '1 Dining Table', '2 Geyser', '10 Light']","['Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Recently Renovated', 'Bank Attached Property', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Shopping Centre', 'Waste Disposal', 'Club house / Community Center']","['Hari Mandir', 'Church of our Lady of Lourdes', 'MAA MONOSHA TEMPLE', 'Shri Shoni Temple', 'SHONI TEMPLE', 'Amanati Mosque']",['Main Road'],3 Bedrooms,2 Bathrooms,3 Balconies,,5th   of 5 Floors,10+ Year Old,North
Suresh Apartments,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-east-rajapur-kolkata-south-999-sq-ft-spid-W82239172,2 BHK Flat,50 Lac,999 sqft,Super Built-up Area,"5,005 /sqft","East Rajapur, Santoshpur",,"We are the proud owners of this 2 bhk apartment available in suresh apartments in east rajapur, santoshpur, survey park, kolkata south. This it is a standalone unit and the apartment is located on 1st floor and has a super built-Up area of 999 sq.Ft. It has 2 bathroom(s) and 1 balcony(s). The ownership is freehold type. Residential apartment This is your chance to a 2 bhk apartment / flat for s...",W82239172,"Suresh Apartments, East Rajapur, Santoshpur",,,[],"['Security / Fire Alarm', 'Lift(s)']","['Lake Pally Shiv Mandir', 'Viveknagar Kalibari', 'Sri Sri 108 Doyal Baba Asram', 'Hanuman Mandir', 'Kali Mandir', 'Shitala Mandir']",['Park/Garden'],2 Bedrooms,2 Bathrooms,1 Balcony,,1st   of 5 Floors,10+ Year Old,
Bengal Shelter Sisirkunja,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-bengal-shelter-sisirkunja-madhyamgram-kolkata-north-1310-sq-ft-spid-X79250395,4 BHK Flat,58 Lac,"1,310 sqft",Super Built-up Area,"5,043 /sqft","Madhyamgram, Kolkata","Top Floor
Recently Renovated","Residential apartment This is your chance to a 4 bhk apartment / flat for sale in bengal shelter sisirkunja madhyamgram kolkata . Where luxury comes with affordability. A premium category semi-Furnished 4 bhk flat with interior designing is available for sale in sisirkunja. Bengal shelter sisirkunja is one of kolkata north's most sought after destination for apartments. Swarnarag, ready to move...",X79250395,"Bengal Shelter Sisirkunja, Madhyamgram, Kolkata",Bengal Shelter Sisirkunja,,"['1 Water Purifier', '8 Fan', '1 Exhaust Fan', '1 Dining Table', '2 Geyser', '1 Stove', '10 Light', '1 Modular Kitchen', '1 Chimney', '1 Curtains', '2 Bed', '1 Sofa']","['Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Water purifier', 'Maintenance Staff', 'Recently Renovated', 'Piped-gas', 'Swimming Pool', 'Park', 'Security Personnel', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center', 'Water softening plant']","['Noapara Station', 'Star Mall', 'NH12', 'Brainware University', 'Mount Zion School', 'Narayana Hospital', 'Netaji Subhash Chandra Bose Airport']","['Pool,Club']",4 Bedrooms,2 Bathrooms,2 Balconies,Study Room,7th   of 7 Floors,5 to 10 Year Old,South
Siddha Town,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-siddha-town-madhyamgram-kolkata-north-1390-sq-ft-spid-S83335094,3 BHK Flat,68 Lac,"1,390 sqft",Super Built-up Area,"4,892 /sqft","Madhyamgram, Kolkata",East Facing,"The property is a corner flat and vastu compliant with main door facing east and balcony in the west direction, the bedrooms are south facing providing good air flow inside the rooms. The flat is 1260 sq. Ft. With covered garage of 130 sq. Ft. In siddha town, madhyamgram, located opp. Apc college (New barrackpore). The interior of the flat is completely new and it is semi furnished flat with cl...",S83335094,"Siddha Town, Madhyamgram, Kolkata",Siddha Town,,[],"['Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Recently Renovated', 'Bank Attached Property', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Shopping Centre', 'Fitness Centre / GYM', 'Waste Disposal', 'Club house / Community Center', 'Water softening plant']","['Boardghar Market', 'Kalyan Market', 'APC College', 'Sripur High School', 'Apollo DC FMCG', 'NSCB International Airport']",['Park/Garden'],3 Bedrooms,2 Bathrooms,1 Balcony,"Pooja Room,Study Room",1st   of 4 Floors,1 to 5 Year Old,East
