Project Name,Link,Flat Type,Price,Area,Area Type,Price per Sqft,Location,Highlights,Description,Property ID,Address,Society,Rating,Furnishing,Facilities,Nearby,Overlooking,Bedrooms,Bathrooms,Balcony,Additional Rooms,Floor Number,Property Age/Possession,Facing
Eden Serenity,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-eden-serenity-em-bypass-kolkata-south-1260-sq-ft-spid-B82592816,3 BHK Flat,60 Lac,"1,260 sqft",Super Built-up Area,"4,761 /sqft","EM Bypass, Kolkata South","Kavi Subhash Metro within 2km
Birla High School within 2km
+2","Eden serenity is a semi complex with lift and generator at nayabad mini bus stand, off em bypass. It is close to netaji cancer hospital and kavi subhash metro station. It is unused investor property with car park off em bypass.",B82592816,"Eden Serenity, EM Bypass, Kolkata South",Eden Serenity,,[],"['Power Back-up', 'Intercom Facility', 'Lift(s)', 'Swimming Pool', 'Maintenance Staff', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Fitness Centre / GYM', 'Club house / Community Center', 'Waste Disposal']","['Kavi subhash metro station', 'Durga mandir', 'Shani mandir garia dhalua', 'Maa kali temple garia dhalua', 'Bikram mess kali mandir']",['Main Road'],3 Bedrooms,3 Bathrooms,1 Balcony,,1st   of 4 Floors,10+ Year Old,South-East
CH Retreat,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-kasba-kolkata-south-1105-sq-ft-spid-H81210565,2 BHK Flat,72 Lac,"1,105 sqft",Super Built-up Area,"6,515 /sqft","Kasba, Kolkata","Acropolis mall within 1km
Fortis Hospital within 3km
+2","Ch retreat is one of kolkata south's most sought after destination for apartments and this 2 bhk flat in kasba is your opportunity to be a part of this community. This residential flat is south-Facing direction. Containing 2 bedroom(s), 2 bathrooms and 1 balcony, this flat is spread over a super built up area of 1105 sq.Ft. This flat is situated on the 2nd floor of this 4 floors tall residentia...",H81210565,"CH Retreat, Kasba, Kolkata",,,[],"['Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'Water Storage', 'Visitor Parking', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Low Density Society', 'Fitness Centre / GYM', 'Waste Disposal', 'Club house / Community Center', 'Water softening plant']","['Radha Krishna Temple', 'Shani Temple', 'Battala Sitala Mandir', 'Sitala Mandir-Bondel Road', 'Hari Sava.Lord Krishna Temple']",['Main Road'],2 Bedrooms,2 Bathrooms,1 Balcony,,2nd   of 4 Floors,0 to 1 Year Old,South
Merlin The One,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-merlin-the-one-tollygunge-kolkata-south-1479-sq-ft-spid-A82732764,3 BHK Flat,1.7 Cr,"1,479 sqft",Built-up Area,"11,494 /sqft","Tollygunge, Kolkata","Private Garden
Gated Society
+2","This lovely 3 bhk apartment/flat in tollygunge is available for sale in one of kolkata south's most popular projects, merlin the one. This property faces the south-East direction. Containing 3 bedroom(s), 2 bathrooms and 2 balconies, this flat is spread over a built up area of 1479 sq.Ft. This flat is situated on the 9th floor of this 17 floors tall residential building. This 1-5 years old prop...",A82732764,"Merl The One, Tollygunge, Kolkata",Merlin The One,,[],"['Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'Water Storage', 'Separate entry for servant room', 'Visitor Parking', 'Swimming Pool', 'Park', 'Natural Light', 'Airy Rooms', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center', 'Water softening plant']","['Mahanayak Uttam Kumar Metro', 'South City Mall', 'NH 12', 'National Public School', 'New Alipore College', 'Rabindra Bharati University']","['Main Road,Pool,Park/Garden,Others,Club']",3 Bedrooms,2 Bathrooms,2 Balconies,,9th   of 17 Floors,1 to 5 Year Old,South-East
Saltee Splendora,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-saltee-splendora-rajarhat-kolkata-east-1567-sq-ft-spid-N83176366,3 BHK Flat,79 Lac,"1,567 sqft",Super Built-up Area,"5,041 /sqft","Rajarhat, Kolkata","Gated Society
Overlooking Park/Garden
+2","This 3 bhk flat is located in saltee splendora, which houses some of the most spacious flats in rajarhat, kolkata east. This property faces the north-West direction. Constructed on a super built up area of 1567 sq.Ft., the flat comprises 3 bedroom(s), 3 bathrooms and 1 balcony. The property is located on the 3rd floor of a 7 floors tall building. This 1-5 years old property is available for imm...",N83176366,"Saltee Splendora, Rajarhat, Kolkata",Saltee Splendora,,[],"['Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'Water Storage', 'Separate entry for servant room', 'Visitor Parking', 'Swimming Pool', 'Park', 'Natural Light', 'Airy Rooms', 'Fitness Centre / GYM', 'Waste Disposal', 'Club house / Community Center', 'Water softening plant']",[],"['Main Road,Others,Club,Park/Garden,Pool']",3 Bedrooms,3 Bathrooms,1 Balcony,,3rd   of 7 Floors,1 to 5 Year Old,West
Ascon Era,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-ascon-era-chinar-park-kolkata-east-1250-sq-ft-spid-W82521448,3 BHK Flat,95 Lac,"1,250 sqft",Super Built-up Area,"7,600 /sqft","Char Park, Kolkata","North-East Facing
Fresh Construction
+2","This 3 bhk flat is located in ascon era, which houses some of the most spacious flats in chinar park, kolkata east. The flat is north-East-Facing. Containing 3 bedroom(s), 2 bathrooms and 2 balconies, this flat is spread over a super built up area of 1250 sq.Ft. This flat is situated on the 4th floor of this 11 floors tall residential building. This 0-1 year old property is available for immedi...",W82521448,"Ascon Era, Char Park, Kolkata",Ascon Era,,[],"['Feng Shui / Vaastu Compliant', 'Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'Swimming Pool', 'Maintenance Staff', 'Water Storage', 'Park', 'Visitor Parking', 'Fitness Centre / GYM', 'Club house / Community Center']","['City Centre 2 Metro Station', 'City Centre 2', 'Rajarhat Main Road (SH 3)', 'Derozio Memorial College', 'Delhi Public School, New Town']","['Club,Main Road,Pool']",3 Bedrooms,2 Bathrooms,2 Balconies,,4th   of 11 Floors,0 to 1 Year Old,North-East
Purti Veda,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-purti-veda-new-town-kolkata-east-1144-sq-ft-spid-O81122291,3 BHK Flat,96 Lac,"1,144 sqft",Super Built-up Area,"8,391 /sqft","New Town, Kolkata","Fitness Center/ Gym
Club/ Community Center
+2",3 bhk higher floor south faching flat sale in new town action area 1 all modern amenities r there near by school college hospital market Additional details :,O81122291,"Purti Veda, New Town, Kolkata",Purti Veda,,[],"['Power Back-up', 'Intercom Facility', 'Lift(s)', 'Swimming Pool', 'Park', 'Fitness Centre / GYM', 'Club house / Community Center']","['Proposed Metro Station', 'Axis Mall', 'Central Mall', 'The New Town School', 'DPS New Town', 'University of Egineering']",[],3 Bedrooms,2 Bathrooms,1 Balcony,,10th   of 12 Floors,1 to 5 Year Old,South
NPR Joy 98,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-npr-joy-98-bt-road-kolkata-north-952-sq-ft-spid-I82232130,2 BHK Flat,79 Lac,952 sqft,Super Built-up Area,"8,298 /sqft","BT Road, Kolkata","East Facing
Baranagar within 1km
+2","Check out this 2 bhk apartment for sale in npr joy 98, a popular residential project that houses in-Demand flats in bt road, kolkata north. This is a east-Facing property. Constructed on a super built up area of 952 sq.Ft., the flat comprises 2 bedroom(s), 2 bathrooms and 1 balcony. The residential building has 25 floors in total and the flat for sale is located on the 14th floor. This is a rea...",I82232130,"NPR Joy 98, BT Road, Kolkata",NPR Joy 98,,[],"['Power Back-up', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Swimming Pool', 'Park', 'Fitness Centre / GYM', 'Club house / Community Center', 'Rain Water Harvesting']","['Noapara Metro Station', 'More Shopping Mall', 'Central Modern School, Baranagar', 'Zenith Super Specialist Hospital', 'Apollo Pharmacy Baranagar']",['Main Road'],2 Bedrooms,2 Bathrooms,1 Balcony,,14th   of 25 Floors,1 to 5 Year Old,East
1000 SG,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-bonhooghly-kolkata-north-1000-sq-ft-spid-N82786888,2 BHK Flat,42 Lac,"1,000 sqft",Super Built-up Area,"4,200 /sqft","Bonhooghly, BT Road","Dunlop Market within 250m
Baranagar Metro within 250m
+2","Located in the popular residential address of bonhooghly, kolkata north, 1000 sg is one of the most preferred destination for apartments in kolkata north. This 2 bhk flat is your ticket to be a part of this community. This property faces the south-West direction. Constructed on a super built up area of 1000 sq.Ft., the flat comprises 2 bedroom(s), 2 bathrooms and 1 balcony. The residential buil...",N82786888,"1000 SG, Bonhooghly, BT Road",,,"['3 Wardrobe', '1 Exhaust Fan', '1 Modular Kitchen', '1 Curtains']","['Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'Visitor Parking', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors']","['Dakshineshwar metro station', 'Baranagar metro station', 'Paradise Nursing Home Kolkata', 'Baranagar State General Hospital']",['Main Road'],2 Bedrooms,2 Bathrooms,1 Balcony,Pooja Room,4th   of 4 Floors,10+ Year Old,South-West
Future New Town,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-ce-block-newtown-kolkata-east-1480-sq-ft-spid-B82547804,3 BHK Flat,95 Lac,"1,480 sqft",Super Built-up Area,"6,418 /sqft","CE Block Newtown, New Town","Top Floor
Corner Property
+2","Situated in ce block newtown, kolkata east, future new town is a well planned society that offers a pleasant living experience to its residents. This 3 bhk flat in kolkata east is your opportunity to be a part of this community. This is a south-East-Facing property. The flat is over 1480 sq.Ft. Super built up area and comes with 3 bedroom(s), 3 bathrooms and 2 balconies. This flat lies on the t...",B82547804,"Future New Town , CE Block Newtown, New Town",,,[],"['Feng Shui / Vaastu Compliant', 'Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Park', 'Visitor Parking']","['Nazrul tirtha metro station', 'Rabindra Tirtha Metro Station', 'Terminus Mall', 'mandir', 'Hdfc bank ATM', 'Citibank ATM']","['Park/Garden,Main Road']",3 Bedrooms,3 Bathrooms,2 Balconies,,4th   of 4 Floors,1 to 5 Year Old,South-East
New Town Future,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-bf-block-newtown-kolkata-east-1480-sq-ft-spid-T82431484,3 BHK Flat,1.02 Cr,"1,480 sqft",Super Built-up Area,"6,891 /sqft","BF Block Newtown, Action Area 1, Kolkata","Top Floor
Corner Property
+2","New town future is one of the most popular destination for buying apartments/ flats in bf block newtown, kolkata east. You too can be a part of this society by purchasing this 3 bhk flat here. This residential flat is south-East-Facing direction. The flat occupies a super built up area of 1480 sq.Ft. That consists of 3 bedrooms, 3 bathrooms and 3 balconies. This flat lies on the top level of a ...",T82431484,"New Town Future , BF Block Newtown, Action Area 1, Kolkata",,,[],"['Feng Shui / Vaastu Compliant', 'Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Park', 'Visitor Parking']","['Rabindra Tirtha Metro Station', 'Nazrul tirtha metro station', 'Terminus Mall', 'mandir', 'Hdfc bank ATM', 'Citibank ATM']","['Park/Garden,Main Road']",3 Bedrooms,3 Bathrooms,3 Balconies,,4th   of 4 Floors,1 to 5 Year Old,South-East
Bhawani Courtyard,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-bhawani-courtyard-madhyamgram-kolkata-north-989-sq-ft-spid-N83174262,2 BHK Flat,59 Lac,989 sqft,Super Built-up Area,"5,965 /sqft","Madhyamgram, Kolkata","Gated Society
Overlooking Park/Garden
+2","Bhawani courtyard is one of the most popular destination for buying apartments/ flats in madhyamgram, kolkata north. You too can be a part of this society by purchasing this 2 bhk flat here. The flat is facing the south-East direction. The flat occupies a super built up area of 989 sq.Ft. That consists of 2 bedrooms, 2 bathrooms and 1 balcony. The residential building has 6 floors in total and ...",N83174262,"Bhawani Courtyard, Madhyamgram, Kolkata",Bhawani Courtyard,,[],"['Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'Water Storage', 'Separate entry for servant room', 'Visitor Parking', 'Swimming Pool', 'Park', 'Natural Light', 'Airy Rooms', 'Shopping Centre', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center', 'Water softening plant']","['Noapara metro station', 'Star Mall', 'Asian Highway (NH 12)', 'Delhi Public International School', 'Rabindra Bharti University W.B']","['Main Road,Others,Club,Park/Garden,Pool']",2 Bedrooms,2 Bathrooms,1 Balcony,,5th   of 6 Floors,1 to 5 Year Old,North
krishna vatika apartment,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-dc-block-newtown-kolkata-east-1250-sq-ft-spid-M83015088,3 BHK Flat,85 Lac,"1,250 sqft",Super Built-up Area,"6,800 /sqft","DC Block Newtown, Action Area 1","Rabindra tirtha metro station within 500m
+2","This lovely 3 bhk apartment/flat in dc block newtown is available for sale in one of kolkata east's most popular projects, krishna vatika apartment. The flat is facing the south-East direction. Constructed on a super built up area of 1250 sq.Ft., the flat comprises 3 bedroom(s), 2 bathrooms and 1 balcony. The residential building has 4 floors in total and the flat for sale is located on the 1st...",M83015088,"krishna vatika apartment , DC Block Newtown, Action Area 1",,,[],"['Feng Shui / Vaastu Compliant', 'Lift(s)', 'Maintenance Staff']","['Rabindra Tirtha Metro Station', 'Terminus Mall', 'mandir', 'Hdfc bank ATM', 'Axis bank ATM', 'Citibank ATM', 'Bhagirathi Neotia Woman And Child Care Centre']",[],3 Bedrooms,2 Bathrooms,1 Balcony,,1st   of 4 Floors,1 to 5 Year Old,South-East
Primarc Southwinds,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-primarc-southwinds-em-bypass-kolkata-south-891-sq-ft-spid-I83402466,2 BHK Flat,63 Lac,891 sqft,Super Built-up Area,"7,070 /sqft","EM Bypass, Kolkata South","Gated Society
Overlooking Park/Garden
+2","This 2 bhk flat is located in primarc southwinds, which houses some of the most spacious flats in em bypass, kolkata south. The flat occupies a super built up area of 891 sq.Ft. That consists of 2 bedrooms, 2 bathrooms and 1 balcony. This flat lies on the 2nd level of a 16 storey building. An added advantage of this 1-5 years old flat is that it is available for immediate possession as the proj...",I83402466,"Primarc Southwds, EM Bypass, Kolkata South",Primarc Southwinds,,[],"['Power Back-up', 'Feng Shui / Vaastu Compliant', 'Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'Swimming Pool', 'Maintenance Staff', 'Park', 'Visitor Parking', 'Fitness Centre / GYM', 'Club house / Community Center', 'Rain Water Harvesting']","['GALLERIA', 'Swarnim International School', 'Jadavpur University', 'IRIS Multisoeciality Hospital', 'Netaji Subhash Chandra Bose Intl Airport']","['Pool,Park/Garden,Club,Main Road']",2 Bedrooms,2 Bathrooms,1 Balcony,,2nd   of 16 Floors,1 to 5 Year Old,West
Eco,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-jatragachhi-kolkata-east-959-sq-ft-spid-I82320646,2 BHK Flat,50.83 Lac,959 sqft,Super Built-up Area,"5,300 /sqft","Jatragachhi, Kolkata East","North-East Facing
Gated Society
+2","Absolutely brand new beautiful 2 beds 2 baths, 1 balcony, 1 kitchen,1 loft 1 car parking compact flat for sale. The apartment is situated at jatra gachi very near and walkable distance from biswa bangala convention centre a new town.",I82320646,"Eco, Jatragachhi, Kolkata East, Kolkata",,,[],"['Feng Shui / Vaastu Compliant', 'Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Visitor Parking']","['Rabindra Tirtha Metro Station', 'Nazrul tirtha metro station', 'Terminus Mall', 'mandir', 'Hdfc bank ATM', 'Axis bank ATM']","['Main Road,Others']",2 Bedrooms,2 Bathrooms,1 Balcony,Others,4th   of 5 Floors,1 to 5 Year Old,North-East
Lake Town Complex,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-lake-town-complex-lake-town-kolkata-north-1300-sq-ft-spid-I81624939,3 BHK Flat,1 Cr,"1,300 sqft",Carpet Area,"7,692 /sqft","Lake Town, Kolkata",,"Check out this 3 bhk apartment for sale in lake town complex, a popular residential project that houses in-Demand flats in lake town, kolkata north. The flat is over 1300 sq.Ft. Carpet area and comes with 3 bedroom(s), 2 bathrooms and 1 balcony. The residential building has 4 floors in total and the flat for sale is located on the 1st floor. As the project is already ready to move, so you can e...",I81624939,"Lake Town Complex, Lake Town, Kolkata",,,[],[],"['Central park metro station', 'City Centre 1', 'The Church of Jesus Christ of Latter-day Saints', 'State bank of india ATM', 'Sbi ATM']",[],3 Bedrooms,2 Bathrooms,1 Balcony,,1st   of 4 Floors,1 to 5 Year Old,
Pelican Breeze,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-pelican-breeze-nayabad-kolkata-south-979-sq-ft-spid-H82591450,2 BHK Flat,45 Lac,979 sqft,Super Built-up Area,"4,596 /sqft","Nayabad, Kolkata","Kavi Subash Metro within 2km
Birla High School within 2km
+2","Pelican breeze has a lift and generator, which is located at nayabad mini bus stand, off em bypass. It is close to rn tagore hospital and kavi subhash metro station. It is unused investor property with a covered car park off em bypass.",H82591450,"Pelican Breeze, Nayabad, Kolkata",Pelican Breeze,,[],"['Power Back-up', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Waste Disposal']","['Durga mandir', 'Shani mandir garia dhalua', 'Maa kali temple garia dhalua', 'Bikram mess kali mandir', 'Maa kali temple']",['Main Road'],2 Bedrooms,2 Bathrooms,1 Balcony,,2nd   of 3 Floors,1 to 5 Year Old,South-West
